name,embedding
Android,"[0.6963385343551636, -0.08276426792144775, -0.11210046708583832, 0.15851418673992157, 0.3120155930519104, -0.9447855949401855, 1.3530393838882446, 0.24336767196655273, 0.08050234615802765, -0.9376347064971924, -0.364634245634079, -0.2863444685935974, 0.6329609751701355, 0.24320651590824127, -0.3322749733924866, 0.06666751205921173, 0.4448930323123932, 0.15856578946113586, 0.41184404492378235, 0.6584283113479614, 0.08567070215940475, -0.12954995036125183, -0.2598724961280823, -0.59623783826828, -0.00775215495377779, -0.32051482796669006, -0.26243966817855835, 0.28015393018722534, -0.29029345512390137, 0.545845091342926, -0.43524739146232605, 0.49350523948669434, -0.003066298086196184, -0.06861536204814911, -0.9252803921699524, 0.7838999032974243, -0.4816593825817108, -0.30544283986091614, 0.12756866216659546, -0.20051977038383484, -0.5416195392608643, -0.2566429674625397, 0.028732240200042725, -0.5836610198020935, -0.6985895037651062, 0.9046287536621094, -0.5335719585418701, -0.957542359828949, 0.4089382290840149, 0.22611136734485626, -0.5118166208267212, 0.15141931176185608, -0.19823122024536133, 0.717302143573761, -0.26824334263801575, -0.4341086149215698, -0.2396097630262375, -0.13160471618175507, -0.43242552876472473, 0.01734578050673008, 0.6926226019859314, 0.48262420296669006, 0.2129976749420166, -0.08449767529964447]"
Mobile Development,"[0.7161746025085449, -0.06216014176607132, -0.10336095094680786, 0.20167957246303558, 0.35106322169303894, -0.9484036564826965, 1.379203200340271, 0.19369207322597504, 0.075758196413517, -0.8742506504058838, -0.38165736198425293, -0.30409952998161316, 0.6391506195068359, 0.23763930797576904, -0.3187040686607361, 0.07136458158493042, 0.41348251700401306, 0.1628011167049408, 0.3439463675022125, 0.6983731985092163, 0.07281974703073502, -0.19521865248680115, -0.22281572222709656, -0.5965529680252075, -0.0238278079777956, -0.3356172442436218, -0.23185157775878906, 0.2688530683517456, -0.2973144054412842, 0.5863692164421082, -0.3841034471988678, 0.4926389157772064, 0.04988032951951027, -0.02726956456899643, -0.9172595143318176, 0.7784116864204407, -0.4975126385688782, -0.2997434437274933, 0.14902980625629425, -0.18287572264671326, -0.4793468713760376, -0.26515233516693115, 0.03233505040407181, -0.6073526740074158, -0.7148216366767883, 0.8758827447891235, -0.5797160863876343, -0.9337297677993774, 0.436376690864563, 0.22449302673339844, -0.4971001148223877, 0.12699119746685028, -0.19803597033023834, 0.7200513482093811, -0.23758207261562347, -0.4593082070350647, -0.26503992080688477, -0.11695605516433716, -0.4601607620716095, -0.012673738412559032, 0.6696169376373291, 0.5058232545852661, 0.18630510568618774, -0.04085037484765053]"
Networking,"[0.39197954535484314, 0.28183382749557495, 0.5064095854759216, 0.6947916746139526, 0.5817313194274902, -0.17487302422523499, 0.6480083465576172, -0.36457231640815735, 0.29954859614372253, 0.5742618441581726, -0.07525542378425598, -0.7619550824165344, 0.16071438789367676, 0.7434256076812744, -0.13926969468593597, -0.18901322782039642, -0.03784187510609627, 0.3269641399383545, -0.6815366148948669, 0.4460785388946533, -0.27820706367492676, -0.4864797592163086, -0.3114762306213379, -0.05052052438259125, -0.506339430809021, -0.3279743194580078, -0.012079883366823196, -0.15205426514148712, -0.06598464399576187, 0.507443368434906, 0.6364186406135559, 0.09801933914422989, 0.6218892335891724, 0.18372862040996552, -0.792757511138916, 0.1588183045387268, -0.6087968945503235, -0.0006501586176455021, 0.4364100396633148, 0.48222070932388306, 0.6432702541351318, -0.35021916031837463, 0.00601706700399518, -0.490255206823349, -0.2586776316165924, 0.017755933105945587, -0.6057137846946716, 0.27588731050491333, 0.8328019380569458, -0.0417860746383667, 0.3150259852409363, 0.09782123565673828, -0.049594998359680176, 0.6487556099891663, 0.06106092408299446, -0.6166348457336426, -0.497448205947876, -0.047428008168935776, -0.21422430872917175, -0.40190771222114563, -0.2709750831127167, 0.340835303068161, 0.38869568705558777, 0.3828309178352356]"
Cisco,"[0.3531525433063507, 0.2543668746948242, 0.4467020034790039, 0.7142959833145142, 0.5453476905822754, -0.19845524430274963, 0.618236243724823, -0.4680270552635193, 0.2497621774673462, 0.5484371781349182, -0.06971990317106247, -0.7303795218467712, 0.06791210174560547, 0.6250167489051819, -0.10400673747062683, -0.15386663377285004, -0.08223897218704224, 0.2061385214328766, -0.6724043488502502, 0.42828452587127686, -0.2508001923561096, -0.40746620297431946, -0.3246994614601135, -0.03442264348268509, -0.37253624200820923, -0.3148522973060608, -0.024492986500263214, -0.22131679952144623, -0.061820123344659805, 0.4975544214248657, 0.6087817549705505, 0.07898762077093124, 0.6417427659034729, 0.20694002509117126, -0.6707888245582581, 0.14944592118263245, -0.6116398572921753, -0.07432924956083298, 0.38316088914871216, 0.36427050828933716, 0.6010157465934753, -0.35674917697906494, 0.021897774189710617, -0.46314847469329834, -0.24980312585830688, -0.012668159790337086, -0.5483155846595764, 0.2757575511932373, 0.8018569946289062, -0.0008428779547102749, 0.303389310836792, 0.04229677841067314, -0.06737469136714935, 0.5371519923210144, 0.08714145421981812, -0.5585882663726807, -0.48196086287498474, -0.04868246242403984, -0.17905882000923157, -0.4111497402191162, -0.3339207172393799, 0.34274008870124817, 0.2897507846355438, 0.37549683451652527]"
Network Troubleshooting,"[0.16616329550743103, 0.05220132693648338, 0.18157173693180084, 0.35088881850242615, 0.27446675300598145, -0.14804187417030334, 0.26636603474617004, -0.18955057859420776, 0.1632118672132492, 0.07401511818170547, -0.02561960741877556, -0.33519524335861206, 0.053208816796541214, 0.2615838944911957, -0.05920039862394333, -0.08184098452329636, 0.06919939070940018, 0.12696467339992523, -0.21746067702770233, 0.23233190178871155, -0.12023288756608963, -0.24901467561721802, -0.16263306140899658, -0.08131659775972366, -0.13822969794273376, -0.1732410192489624, 0.011288580484688282, -0.155177503824234, -0.10886643081903458, 0.25221237540245056, 0.23856741189956665, 0.059459786862134933, 0.2788013815879822, 0.06730296462774277, -0.3567894697189331, 0.14940094947814941, -0.247059166431427, 0.025105232372879982, 0.14598912000656128, 0.16233466565608978, 0.23779673874378204, -0.20802652835845947, 0.012077387422323227, -0.27298504114151, -0.17653211951255798, 0.07006215304136276, -0.30361318588256836, 0.10998756438493729, 0.3681027293205261, 0.004114577081054449, 0.06303367763757706, 0.06284523010253906, -0.06119026243686676, 0.2265537679195404, 0.0652896836400032, -0.32350999116897583, -0.1641433984041214, 0.04874471575021744, -0.11051037162542343, -0.13462825119495392, -0.08679544925689697, 0.14896222949028015, 0.16035132110118866, 0.16994036734104156]"
WAN,"[0.3433792293071747, 0.22512264549732208, 0.3964587450027466, 0.679844856262207, 0.5291173458099365, -0.19584935903549194, 0.5139764547348022, -0.3814164400100708, 0.27564167976379395, 0.4978114068508148, -0.05438490957021713, -0.6517543196678162, 0.12761932611465454, 0.5604732632637024, -0.11840032786130905, -0.14424310624599457, -0.08360899239778519, 0.2327006608247757, -0.606054961681366, 0.3418055772781372, -0.26350653171539307, -0.41334041953086853, -0.2555897533893585, -0.06510639935731888, -0.3410966396331787, -0.26359033584594727, 0.07533153146505356, -0.17460790276527405, -0.05448447912931442, 0.4205179512500763, 0.5940473675727844, 0.08459872007369995, 0.5709816813468933, 0.2054445743560791, -0.6635403037071228, 0.17193518579006195, -0.5114604234695435, -0.008946782909333706, 0.36726388335227966, 0.36861756443977356, 0.5656723380088806, -0.33378878235816956, -0.04920019209384918, -0.5344957709312439, -0.22160427272319794, -0.02595463953912258, -0.5820305347442627, 0.18945226073265076, 0.6813632845878601, 0.035840123891830444, 0.2987652122974396, 0.07255486398935318, -0.07808969169855118, 0.5652276873588562, 0.08533486723899841, -0.4979315996170044, -0.47385066747665405, -0.02210780791938305, -0.22154375910758972, -0.3998604118824005, -0.26280248165130615, 0.26646164059638977, 0.3210781216621399, 0.3304181694984436]"
Firewall,"[0.36804211139678955, 0.27266359329223633, 0.4722221791744232, 0.7344266772270203, 0.5786089301109314, -0.17707130312919617, 0.5949215888977051, -0.5551524758338928, 0.2673240602016449, 0.596176028251648, -0.026916081085801125, -0.754861056804657, 0.1556912660598755, 0.5966216921806335, -0.08209862560033798, -0.15295299887657166, -0.1688411384820938, 0.20519408583641052, -0.746687114238739, 0.39014989137649536, -0.25700080394744873, -0.47875455021858215, -0.27630993723869324, 0.0004967260756529868, -0.36675211787223816, -0.31331804394721985, 0.03430845960974693, -0.1978142112493515, -0.05749504640698433, 0.492582231760025, 0.6421707272529602, 0.066051185131073, 0.6337053775787354, 0.2772512435913086, -0.6465399861335754, 0.11730580031871796, -0.6295613050460815, -0.09725683182477951, 0.34813225269317627, 0.3956952691078186, 0.6711995005607605, -0.3743372857570648, 0.031339891254901886, -0.4806147813796997, -0.23972971737384796, -0.07209958881139755, -0.613749623298645, 0.3170425295829773, 0.7439225316047668, 0.03958519920706749, 0.352554053068161, 0.038489412516355515, -0.02717711590230465, 0.5682905912399292, 0.12029784917831421, -0.4982808828353882, -0.5222543478012085, -0.03509017080068588, -0.27480146288871765, -0.4281735122203827, -0.35259008407592773, 0.37710675597190857, 0.24626417458057404, 0.4182831645011902]"
VPN,"[0.3046930730342865, 0.2600284516811371, 0.3966367840766907, 0.6278037428855896, 0.5060574412345886, -0.16649916768074036, 0.5206102728843689, -0.4676041603088379, 0.24247869849205017, 0.4570256471633911, 0.01654769852757454, -0.6419511437416077, 0.1601245105266571, 0.5391830205917358, -0.06989981979131699, -0.1225980892777443, -0.12710973620414734, 0.18353426456451416, -0.5678762197494507, 0.33736875653266907, -0.2080112099647522, -0.39800411462783813, -0.291941374540329, -0.01961541920900345, -0.3618820607662201, -0.2948594391345978, 0.02938162349164486, -0.1548166424036026, -0.021552573889493942, 0.4012174606323242, 0.5435985326766968, 0.07404917478561401, 0.5685907602310181, 0.22421634197235107, -0.5714541673660278, 0.053953759372234344, -0.5196530818939209, -0.06978970766067505, 0.2882649600505829, 0.3305681049823761, 0.5826956629753113, -0.35268324613571167, 0.01942520961165428, -0.4153773784637451, -0.19877760112285614, -0.020694704726338387, -0.5510916709899902, 0.25808414816856384, 0.6234195232391357, 0.05178525671362877, 0.3029167950153351, 0.035276271402835846, -0.02524256892502308, 0.5574411153793335, 0.06407014280557632, -0.3894891142845154, -0.4531460106372833, -0.04880528151988983, -0.24525491893291473, -0.3539919853210449, -0.30624333024024963, 0.2911296784877777, 0.2462039589881897, 0.2748260796070099]"
Test Automation,"[0.3242655098438263, -0.3890571594238281, -0.04291223734617233, 0.0023348971735686064, -0.050819166004657745, 0.07076725363731384, 0.23927612602710724, 0.0339985117316246, 0.04637790471315384, 0.42856478691101074, -0.538021981716156, -0.04735448211431503, -0.019494453445076942, 0.01235742587596178, 0.23970939218997955, -0.17976894974708557, 0.19753031432628632, 0.2953985035419464, -0.6797183752059937, 0.3071677088737488, -0.17674680054187775, -1.0633817911148071, 0.7978036403656006, -0.30945640802383423, 0.22579877078533173, -1.073738932609558, 0.6824411749839783, -0.4382774233818054, -0.5252783894538879, 0.8435347676277161, -0.27191805839538574, 1.1756395101547241, -0.4976518750190735, 0.2980629801750183, -0.5686031579971313, 0.8273634910583496, -0.5218973755836487, -0.36251068115234375, -0.23652513325214386, 0.20626693964004517, -0.280997633934021, -0.42172420024871826, 0.3211040198802948, -0.13586333394050598, -1.0904393196105957, 0.25510257482528687, -0.2233322262763977, -0.9019195437431335, 0.17538942396640778, -0.08146882802248001, -0.9673178195953369, -0.17994873225688934, -0.12535527348518372, -0.28081563115119934, -0.7566786408424377, -0.5515498518943787, 0.7936074733734131, 0.26606959104537964, -0.38862186670303345, -0.3324145972728729, 0.7703889012336731, 0.07556097209453583, -0.3960283398628235, 0.702771782875061]"
Selenium,"[0.3088236153125763, -0.3600531816482544, -0.01647360809147358, 0.010480985045433044, -0.01547328568994999, 0.09420635551214218, 0.24452811479568481, 0.03275701403617859, 0.020800122991204262, 0.4841955602169037, -0.5169402956962585, -0.027658239006996155, -0.025814713910222054, 0.0165717750787735, 0.23437289893627167, -0.17465046048164368, 0.1788608431816101, 0.2653011679649353, -0.6952321529388428, 0.3074866831302643, -0.18259479105472565, -1.064965009689331, 0.7778980135917664, -0.3051839768886566, 0.18974243104457855, -1.032142996788025, 0.6697802543640137, -0.43666788935661316, -0.5165178179740906, 0.8319184184074402, -0.2324715405702591, 1.1400237083435059, -0.43702074885368347, 0.3004966080188751, -0.5479093194007874, 0.744723916053772, -0.508347749710083, -0.3325745761394501, -0.19407519698143005, 0.23200932145118713, -0.23813849687576294, -0.39831095933914185, 0.31768038868904114, -0.11275465786457062, -1.0324631929397583, 0.2562977969646454, -0.2278532236814499, -0.8426637649536133, 0.17857372760772705, -0.08951272070407867, -0.9268206357955933, -0.18035988509655, -0.08970972895622253, -0.26815730333328247, -0.7112149000167847, -0.5311759114265442, 0.7600061893463135, 0.2307748943567276, -0.3651782274246216, -0.31779736280441284, 0.7219616770744324, 0.080821692943573, -0.38964420557022095, 0.7141200304031372]"
Architecture,"[0.6708251237869263, 0.241268590092659, 0.562609076499939, 0.19458064436912537, 0.24449440836906433, -0.015099371783435345, 1.025488018989563, 0.37870535254478455, -0.26012954115867615, 0.8652578592300415, -0.4867122173309326, -0.5138124823570251, 0.4457171857357025, 0.47188353538513184, -0.33370670676231384, -0.029185030609369278, 0.019712582230567932, 0.44032829999923706, -0.4186139702796936, 0.566096842288971, -0.1579676866531372, -0.5779004096984863, 0.2560517191886902, 0.1635666787624359, -0.5174727439880371, 0.13095279037952423, -0.2547370195388794, 0.31019794940948486, 0.04400462657213211, 0.3024739921092987, 0.11718396842479706, 0.3634062707424164, 0.6154496669769287, 0.5255149602890015, -0.836621105670929, -0.19109655916690826, -0.38751301169395447, -0.029612261801958084, 0.5602858066558838, 0.2244943529367447, 0.29171255230903625, 0.2413039654493332, -0.0791938304901123, -0.003298721043393016, -0.0842503011226654, 0.03354409709572792, -0.3233570456504822, -0.10874303430318832, 0.7804794907569885, 0.0017759011825546622, 0.18740352988243103, 0.08469902724027634, 0.10530689358711243, 0.4147492051124573, -0.19280590116977692, -0.35908785462379456, -0.41925203800201416, -0.42933031916618347, -0.49700576066970825, -0.2700192630290985, 0.12422209233045578, 0.5422164797782898, 0.30409476161003113, 0.2750959098339081]"
Design Patterns,"[0.6884350180625916, 0.3486265242099762, 0.5141231417655945, 0.27322933077812195, 0.1379123330116272, 0.03593312203884125, 1.2274264097213745, 0.4638960361480713, -0.4497166574001312, 0.9188567399978638, -0.48623451590538025, -0.583547055721283, 0.41613081097602844, 0.44848954677581787, -0.3311847150325775, -0.0044655571691691875, 0.12889420986175537, 0.44737982749938965, -0.31781652569770813, 0.8479451537132263, -0.13584642112255096, -0.5400784015655518, 0.18303851783275604, 0.18869823217391968, -0.48697665333747864, -0.08031901717185974, -0.4623549282550812, 0.1465791016817093, 0.1568251997232437, 0.4750863015651703, 0.04276106134057045, 0.46042364835739136, 0.966224730014801, 0.5517327189445496, -0.8431610465049744, -0.28928297758102417, -0.4129015803337097, 0.09087520837783813, 0.6461867690086365, 0.0009408083278685808, 0.18962864577770233, 0.32671859860420227, -0.08016949892044067, 0.12077655643224716, -0.28050923347473145, 0.22723108530044556, -0.31913426518440247, -0.2615484893321991, 0.9167495369911194, -0.17060060799121857, -0.014944029040634632, -0.11888358741998672, 0.10918357968330383, 0.3233903646469116, -0.4193626046180725, -0.33904483914375305, -0.29152050614356995, -0.7256045341491699, -0.4142199754714966, -0.3711359202861786, -0.05389320105314255, 0.5990996956825256, 0.2773631811141968, 0.06674465537071228]"
C++,"[0.7414706349372864, 0.2226092517375946, 0.3023495674133301, -0.13928228616714478, 0.2899720370769501, -0.00935765728354454, 0.9768115878105164, 0.5434643626213074, -0.3661560118198395, 0.7308697700500488, -0.6140403151512146, -0.05394229665398598, 0.5719778537750244, 0.10187926143407822, -0.2407122403383255, 0.07079767435789108, -0.15836532413959503, 0.34217533469200134, -0.3761800229549408, 0.429088294506073, 0.017122702673077583, -0.7428451776504517, 0.7265545725822449, 0.0092988982796669, -0.3531351387500763, 0.2687174677848816, 0.2076840102672577, 0.5937848687171936, 0.0352356880903244, 0.3796275854110718, 0.006506981793791056, 0.31800320744514465, 0.048322178423404694, 0.5386798977851868, -0.5112576484680176, -0.07090369611978531, -0.3541041910648346, -0.25702688097953796, 0.4393369257450104, 0.22326339781284332, 0.20769016444683075, 0.31910061836242676, -0.06755594164133072, -0.24325858056545258, -0.14563295245170593, -0.21870069205760956, -0.24447770416736603, -0.2582699954509735, 0.24909707903862, 0.2791951894760132, 0.16864436864852905, 0.1324540078639984, 0.08375523239374161, 0.380623459815979, 0.028866291046142578, -0.22393451631069183, -0.4781872630119324, -0.11189854145050049, -0.6175275444984436, -0.16301663219928741, 0.48687267303466797, 0.41350099444389343, 0.07005669176578522, 0.5082209706306458]"
